path,stratum,confidence,reason,imports_surface
tools/tool_result_storage.py,S3,MEDIUM,default kernel (rule-clear by exclusion),
tools/tool_search.py,S4,HIGH,extension infrastructure (tool_search),
tools/tour_tool.py,S5,HIGH,edge capability (tour),
tools/transcription_tools.py,S5,HIGH,edge capability (transcription),
tools/tts_streaming.py,S5,HIGH,edge capability (tts),
tools/tts_text_normalize.py,S5,HIGH,edge capability (tts),
tools/tts_tool.py,S5,HIGH,edge capability (tts),
tools/url_safety.py,S3,MEDIUM,default kernel (rule-clear by exclusion),
tools/video_generation_tool.py,S5,HIGH,edge capability (video_gen),
tools/vision_tools.py,S5,HIGH,edge capability (vision),
tools/voice_mode.py,S5,HIGH,edge capability (voice),
tools/wake_word.py,S5,HIGH,edge capability (wake_word),
tools/web_tools.py,S3,MEDIUM,default kernel (rule-clear by exclusion),
tools/website_policy.py,S3,MEDIUM,default kernel (rule-clear by exclusion),
tools/working_diff.py,S3,MEDIUM,default kernel (rule-clear by exclusion),
tools/write_approval.py,S3,MEDIUM,default kernel (rule-clear by exclusion),
tools/x_search_tool.py,S5,HIGH,edge capability (x_search),
tools/xai_http.py,S5,HIGH,edge capability (xai_http),
tools/xai_video_tools.py,S5,HIGH,edge capability (xai_video),
toolset_distributions.py,S4,HIGH,toolset distribution (core infra),
toolsets.py,S4,HIGH,toolset resolution (core infra),
trajectory_compressor.py,S3,HIGH,trajectory compression (core),
utils.py,S0,HIGH,utilities (nucleus),
